doc_idx,filename,city,county,year,rule_label,llm_majority_label,llm_consistency,llm_reason,text_first_500,human_label,human_notes
330,2019-湖州市吴兴区发展改革和经济信息化局湖州市吴兴区财政局湖州市生态环境局吴兴分局湖州市吴兴区住房和城乡建设局关于吴兴区按污染程度分类分档及多因子计收工业污水处理费的通.docx,湖州市,吴兴区,2019.0,regulatory,incentive,1.0,(keyword fallback),湖州市吴兴区发展改革和经济信息化局湖州市吴兴区财政局湖州市生态环境局吴兴分局湖州市吴兴区住房和城乡建设局关于吴兴区按污染程度分类分档及多因子计收工业污水处理费的通知高新区各乡镇街道各污水处理企业为促进污水处理改善环境质量根据浙江省定价目录浙江省物价局财政厅环境保护厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号湖州市生态环境局等部门印发的关于全面开展工业污水处理费计收制度改革的实施意见湖环发号要求现就吴兴区按污染程度分类分档及多因子计收工业污水处理费政策有关事项通知如下一适用范围本通知适用于吴兴区纳入公共管网并由污水处理企业处理的工业污水二多因子复合收费种类根据我区工业污水排放情况确定化学需氧量悬浮物总磷氨氮总氮值等重点污染因子复合计收污水处理费三污染因子浓度分档收费标准工业企业污水多因子收费标准表多因子收费实行基准收费标准与浮动标准累加进行收取污染因子浓度超过基准值的在基准收费标准的基础上加浮动标准收取工业污水处理费污染因子浓度低于基准值的按照基准收费标准收取工业污水处理费四对各排污纳管企业收费因子收费水量浓度检测收费方式等相关要求按关于全面开展工业污水处理费计收制,incentive,
362,2024-开化县财政局 衢州市生态环境局开化分局关于提前下达2024年省生态环境保护专项资金的通知.docx,衢州市,开化县,2024.0,regulatory,incentive,1.0,(keyword fallback),开化县财政局衢州市生态环境局开化分局关于提前下达年省生态环境保护专项资金的通知各有关单位根据浙江省财政厅浙江省生态环境厅关于提前下达年省生态环境保护专项资金的通知浙财资环号浙江省财政厅浙江省生态环境厅关于印发浙江省生态环境保护专项资金管理办法的通知浙财资环号文件精神经研究现将年省生态环境保护专项资金提前下达给你们请你们单位严格按照资金管理要求坚持集中资金突出重点专款专用原则专项用于解决环境污染问题不得用于人员经费日常公用经费等基本支出和楼堂馆所建设等支出各单位要严格专项资金使用用途加强专项资金监管提高资金使用效益附件年省级生态环境保护专项资金提前批安排表开化县财政局衢州市生态环境局开化分局年月日附件年省级生态环境保护专项资金提前批安排表单位万元,incentive,
375,2014-江山市“五水共治”领导小组办公室关于持续营造“五水共治”浓厚氛围的通知.docx,衢州市,江山市,2014.0,regulatory,informational,1.0,(keyword fallback),江山市五水共治领导小组办公室关于持续营造五水共治浓厚氛围的通知各乡镇街道市机关各部门为深入贯彻落实省委十三届四次全会和全省经济工作会议作出的五水共治重大决策部署进一步营造浓厚工作氛围积极号召广大干部群众主动推进科学治水依法治水铁腕治水全民治水经市五水共治领导小组研究决定开展五水共治主题宣传活动现就有关事项通知如下一宣传重点一大力宣传五水共治的决策部署着重宣传市委市政府五水共治的总体目标治水工作的重大意义以及治污在治水全局中的重要性大力宣传五水共治在抓住改革的突破口发展的制高点群众的关切点既扩投资又促转型既优环境更惠民生等方面的多重作用二充分宣传五水共治的进展成效大力宣传各地各部门深入开展消灭垃圾河整治黑臭河大会战农村生活污水治理等生动实践和进展成效深入宣传各地各部门推进五水共治的典型经验和涌现出的先进典型人物大力宣传五水共治给当地群众带来的看得见摸得着感受得到的显著变化三广泛动员五水共治的自觉参与充分发挥新闻舆论的引导和监督作用广泛开展宣传教育进一步提高企业和群众投身五水共治的责任意识和参与意识特别是要动员企业主村民主动参与污水治理要有效整合各种社会资源动员组织各方面力量形成全社会关心,informational,
383,2017-关于切实加强春节期间“五水共治”工作的通知.docx,衢州市,江山市,2017.0,informational,regulatory,0.75,(keyword fallback),关于切实加强春节期间五水共治工作的通知各乡镇人民政府街道办事处市政府各部门新春佳节即将来临为确保水清岸绿的治水成果能够长效保持请各乡镇街道相关部门按照职责分工在春节前组织一次五水共治大宣传清三河反弹隐患大排查大整治确保三河不反弹在节日期间要加强河湖库塘沟渠村庄环境的保洁让全市人民在新春佳节感受到我市治水新成果新气象江山市五水共治领导小组办公室年月日,informational,
408,2017-关于开展律师结对服务剿灭劣Ⅴ类水专项行动的通知.docx,嘉兴市,海盐县,2017.0,regulatory,informational,1.0,(keyword fallback),关于开展律师结对服务剿灭劣类水专项行动的通知各律师事务所为进一步深化五水共治工作打好全县污水剿灭战充分发挥律师作用促进依法治水推进全县水环境质量持续改善和经济社会全面协调可持续发展根据盐治水办号关于印发海盐县剿灭劣类水专项督导工作方案的通知和嘉兴市司法局嘉司发号关于开展律师结对服务剿灭劣类水专项行动的通知相关要求现就组织开展律师结对服务剿灭劣类水专项行动工作部署如下一充分认识开展律师结对服务剿灭劣类水的意义打赢剿灭劣类水攻坚战是深入推进五水共治巩固成果提升水平的关键一仗是持续改善全县水环境质量的重要目标是当前县委县政府的一项重点工作律师是法治建设的一支重要力量开展律师结对服务剿灭劣类水工作为五水共治提供专业的法律服务既能促进依法行政依法治水又能为剿灭劣类水工作创造良好的法治环境广大律师要充分认识律师结对服务剿灭劣类水工作的重大意义切实增强政治意识责任意识和大局意识要立足依法治水统筹运用行政与法律力量打好法制宣传法律服务和法律保障组合拳推动五水共治工作依法有序顺利开展为剿灭劣类水提供优质高效法律服务二开展律师结对服务剿灭劣类水的主要内容一充分发挥法律服务团作用选派一定数量政治素质好业务素,informational,
409,2018-海盐县发展和改革局关于下达海盐县2018年度农村河沟整治计划的通知.docx,嘉兴市,海盐县,2018.0,informational,regulatory,1.0,(keyword fallback),海盐县发展和改革局关于下达海盐县年度农村河沟整治计划的通知海盐县水利局你局海盐县年度农村河沟整治计划的请示盐水号收悉为持续深入推进省委省政府剿灭劣类水行动实现决不把污泥浊水带入全面小康的目标深入推进我县五水共治工作促进经济社会可持续发展经研究现下达年度农村河沟整治计划如下年度农村河沟整治项目涉及武原街道元通街道西塘桥街道秦山街道等四个项目实施主体计划清淤河道条长度公里清淤方量万方计划总投资万元请据此抓紧组织实施严格执行工程招投标相关规定工程施工招标须采用公开招标方式项目实施中涉及的其它事项请按规定与相关部门联系办理海盐县发展和改革局年月日,regulatory,
417,2017-海盐县人民政府办公室关于印发《海盐县2017年“五水共治”、“三改一拆”工作考核办法》的通知.docx,嘉兴市,海盐县,2017.0,informational,incentive,0.75,(keyword fallback),海盐县人民政府办公室关于印发海盐县年五水共治三改一拆工作考核办法的通知各镇人民政府街道办事处县政府各部门直属各单位海盐县年五水共治三改一拆工作考核办法已经县政府常务会议审议通过现印发给你们请认真贯彻执行海盐县人民政府办公室年月日此件公开发布海盐县年五水共治三改一拆工作考核办法为深入贯彻落实省委省政府关于五水共治三改一拆工作的战略部署不断改善我县城乡生态环境面貌促进经济社会全面协调可持续发展特制订年五水共治三改一拆工作考核办法一镇街道五水共治三改一拆重点工作考核奖一考核对象各镇街道二考核内容和分值五水共治工作考核主要内容由水环境质量剿灭劣类水河长制及长效管理剿劣重点工程五水共治其他工程及非工程措施完成情况其他工作和加扣分项组成基本分分三改一拆工作考核主要内容由三改目标任务完成情况违法建筑拆除任务完成情况创建无违建镇街道情况专项整治任务完成情况防违控违长效机制及执行情况和加扣分项组成基本分分考核细则详见附件附件三考核程序考核工作由县五水共治办县三改一拆办负责牵头各镇街道对照年海盐县五水共治三改一拆工作具体考核内容的目标完成情况进行总结并上报有关文字图片等资料县五水共治办县三改一拆办牵头组织,regulatory,
420,2016-海盐县人民政府办公室关于印发《海盐县镇（街道）、村（社区）镇级以下河道监测点水质考核办法》的通知.docx,嘉兴市,海盐县,2016.0,regulatory,incentive,1.0,(keyword fallback),关于印发海盐县城镇排水设施工程普查整治专项行动方案的通知各镇人民政府街道办事处县政府各部门直属各单位海盐县镇街道村社区镇级以下河道监测点水质考核办法已经县政府讨论通过现印发给你们请认真贯彻执行海盐县人民政府办公室年月日此件公开发布海盐县镇街道村社区镇级以下河道监测点水质考核办法为深化五水共治进一步强化基层治水和长效管理不断改善水环境确保到年全县境内消灭劣类地表水县控以上断面水质达到或优于类比例达以上为高水平全面建成小康社会提供坚实的环境保障结合我县实际特制定本办法一考核对象一各镇街道二各村社区二考核内容每个村社区设立镇级以下河道监测点个考核内容为该监测点水质水质考核指标为高锰酸盐指数氨氮总磷三项三项考核指标分别以考核时段平均值计算定类结果以三项指标中最差的等次确定定类好的为优定类结果相同的再以水质指数确定优劣水质指数小的为优水质指数计算公式高锰酸盐指数检测值定类标准值氨氮检测值定类标准值总磷检测值定类标准值三考核方式由县五水共治办公室牵头会同县环保局根据县环境监测站招标确定第三方机构完成并提交的村社区水质月度检测结果报告进行统计按月度季度和年度分别进行镇街道和村社区的考核排名一对镇街道,regulatory,
422,2016-海盐县人民政府办公室关于印发《海盐县2016年“五水共治”、“三改一拆”工作考核办法》的通知.docx,嘉兴市,海盐县,2016.0,informational,incentive,0.75,(keyword fallback),海盐县人民政府办公室关于印发海盐县年五水共治三改一拆工作考核办法的通知各镇人民政府街道办事处县政府各部门直属各单位海盐县年五水共治三改一拆工作考核办法已经县政府常务会议审议通过现印发给你们请认真贯彻执行海盐县人民政府办公室年月日此件公开发布海盐县年五水共治三改一拆工作考核办法为深入贯彻落实省委省政府关于五水共治三改一拆工作的战略部署不断改善我县城乡生态环境面貌促进经济社会全面协调可持续发展特制订年五水共治三改一拆工作考核办法一镇街道五水共治三改一拆重点工作考核奖一考核对象各镇街道二考核内容和分值五水共治工作考核主要内容由水环境质量清三河防反弹及河航道长效保洁清淤与治污水五水共治其他工程及非工程措施完成情况其他工作和加扣分项组成基本分分三改一拆工作考核主要内容由三改目标任务完成情况违法建筑拆除任务完成情况专项整治任务完成情况创建无违建镇街道情况防违控违长效机制及执行情况和加扣分项组成基本分分考核细则详见附件附件三考核程序考核工作由县五水共治办县三改一拆办负责牵头各镇街道对照年海盐县五水共治三改一拆工作具体考核内容的目标完成情况进行总结并上报有关文字图片等资料县五水共治办县三改一拆办牵头组,regulatory,
431,2014-海盐县人民政府关于印发《海盐县镇（街道）、村（社区）镇级以下河道监测点水质季度考核试行办法》的通知.docx,嘉兴市,海盐县,2014.0,regulatory,incentive,1.0,(keyword fallback),海盐县人民政府关于印发海盐县镇街道村社区镇级以下河道监测点水质季度考核试行办法的通知各镇人民政府各街道办事处县政府各部门直属各单位海盐县镇街道村社区镇级以下河道监测点水质季度考核试行办法已经县十四届政府第二十五次常务会议审议通过现印发给你们请认真贯彻执行海盐县人民政府年月日海盐县镇街道村社区镇级以下河道监测点水质季度考核试行办法为扎实开展整治黑河臭河垃圾河的清三河行动进一步加强我县水环境治理和长效管理全面改善水环境加快推进转型升级促进经济持续健康发展和社会和谐稳定结合我县实际特制定本办法一考核对象一各镇街道二各村社区二考核内容每个村社区设立镇级以下河道监测点个考核内容为该监测点水质水质考核指标为高锰酸盐指数氨氮总磷三项三项考核指标分别以考核时段平均值计算定类结果以三项指标中最差的等次确定定类好的为优定类结果相同的再以水质指数确定优劣水质指数小的为优水质指数计算公式高锰酸盐指数检测值定类标准值氨氮检测值定类标准值总磷检测值定类标准值三考核方式由县五水共治办公室牵头会同县环保局根据县环境监测站提交的村社区水质月度检测结果报告进行统计按季度分别进行镇街道和村社区的考核排名一对镇街道的考核排名,regulatory,
435,2015-海宁市财政局 海宁市物价局 海宁市住房和城乡规划建设局关于印发《海宁市污水处理费征收使用管理实施细则》的通知.docx,嘉兴市,海宁市,2015.0,regulatory,incentive,0.5,(keyword fallback),海宁市财政局海宁市物价局海宁市住房和城乡规划建设局关于印发海宁市污水处理费征收使用管理实施细则的通知各镇人民政府街道办事处市级机关各部门直属各单位为规范污水处理费征收使用管理保障我市污水处理设施运行维护和建设防治水污染保护环境根据浙江省财政厅浙江省物价局浙江省住房和城乡建设厅关于印发浙江省污水处理费征收使用管理办法的通知浙财综号文件精神我们制定了海宁市污水处理费征收使用管理实施细则现印发给你们请遵照执行海宁市财政局海宁市物价局海宁市住房和城乡规划建设局年月日海宁市污水处理费征收使用管理实施细则第一条为了规范我市污水处理费征收使用管理保障我市污水处理设施运行维护和建设防治水污染切实保护环境根据浙江省财政厅浙江省物价局浙江省住房和城乡建设厅关于印发浙江省污水处理费征收使用管理办法的通知浙财综号等有关规定结合我市实际制定本实施细则第二条海宁市行政区域内污水处理费的征收使用和管理适用本实施细则第三条污水处理费是按照污染者付费原则由排水单位和个人缴纳并专项用于我市污水处理设施建设运行和污泥处理处置的资金第四条污水处理费属于政府非税收入全额上缴地方国库纳入地方政府性基金预算管理实行专款专用市住房和,incentive,
447,2014-平湖市人民政府关于印发平湖市农村生活污水治理项目建设资金管理办法的通知.docx,嘉兴市,平湖市,2014.0,regulatory,incentive,0.75,(keyword fallback),平湖市人民政府关于印发平湖市农村生活污水治理项目建设资金管理办法的通知平湖市农村生活污水治理项目建设资金管理办法第一章总则第一条为规范我市农村生活污水治理项目建设资金管理提高资金使用效益根据关于深化千村示范万村整治工程扎实推进农村生活污水治理的意见浙委办发号平湖市农村生活污水治理实施意见平委办发号和平湖市城乡污水处理工程建设三年计划实施方案平政发号及省财政专项资金管理相关规定等精神结合我市实际制定本办法第二条本办法适用于我市农村生活污水治理项目建设资金管理第三条农村生活污水治理项目建设资金是指用于我市农村生活污水治理设施和管网建设的专项资金第四条建设项目必须符合工程立项依法招标工程施工合同签订工程质量监督竣工验收等工程建设基本程序确保资金使用效率和工程建设质量自然村落生活污水收集治理工程由于范围广情况复杂时间紧工程量小散多难以预算的可简化相关程序财政预算项目审核中心等部门应提前介入结算工程量时可采取实测实量按实决算第五条按照专户管理专账核算专款专用的要求水务集团应在财政局监督指导下将资金纳入专户管理设立专门的会计科目分项目进行会计核算第六条在保证项目建设数量治污覆盖面及农户受益户数工程,regulatory,
450,2024-区发展和改革局 区生态环境分局 关于印发《嘉兴市南湖区水生态环境保护“十四五”规划》的通知.docx,嘉兴市,南湖区,2024.0,regulatory,informational,0.5,(keyword fallback),区发展和改革局区生态环境分局关于印发嘉兴市南湖区水生态环境保护十四五规划的通知嘉兴南湖高新区湘家荡区域管委会各镇人民政府街道办事处园区管委会区政府各部门市直南湖各单位嘉兴市南湖区水生态环境保护十四五规划对全区水生态环境高水平保护具有重要的指导意义现印发给你们请结合实际认真组织实施嘉兴市南湖区水生态环境保护十四五规划为推进南湖区十四五时期水生态环境保护工作根据浙江省水生态环境保护十四五规划嘉兴市水生态环境保护十四五规划嘉兴市南湖区国民经济和社会发展第十四个五年规划和二三五年远景目标纲要高水平建设新时代美丽南湖规划纲要年制定本规划一现实基础与面临形势一水生态环境保护成效十三五期间南湖区委区政府深入贯彻落实习近平生态文明思想以水十条和五水共治为抓手坚持科学治水依法治水全民治水努力补齐水环境短板持续提升水环境质量一是水环境质量大幅提升在五水共治系列举措支持下通过开展消除劣类断面水污染防治攻坚战等行动十三五期间南湖区地表水监测断面水质优良率呈显著上升趋势年南湖区地表水市控以上断面水质优良比例为年地表水市控以上断面水质优良比例为年跨区域交接断面考核优秀地表水市控以上断面水质优良比例为年跨区域交接断,informational,
452,2017-关于印发《嘉兴市南湖区河道综合整治规划》的通知.docx,嘉兴市,南湖区,2017.0,regulatory,informational,0.5,(keyword fallback),关于印发南湖区环境保护十三五规划的通知嘉兴科技城湘家荡管委会各镇人民政府街道办事处园区管委会区政府各部门市直南湖各单位南湖区环境保护十三五规划是南湖区十三五时期国民经济和社会发展的专项规划对推进全区环境保护工作具有重要的指导意义现印发给你们请结合实际认真组织实施规划建设项目的实施要严格按照投资项目产业政策和资金管理的有关规定办理嘉兴市南湖区发展和改革局嘉兴市南湖区环境保护局年月日南湖区环境保护十三五规划十三五时期年是南湖区厚积薄发转型升级的关键期是实现突破全面建成小康社会加快建设现代田园城区的决胜期更是南湖区着力解决重大环境问题全面改善生态环境质量的重要机遇期为做好十三五时期的生态环境保护工作特制订本规划规划期为年一现状与问题一十二五环境保护成效十二五以来全区紧紧围绕科学发展主题加快转变经济发展方式主线和建设生态文明的新要求深入实施生态文明建设推进行动坚决落实治污减排各项政策措施持续加大环保执法监管力度着力解决影响人民群众身体健康和可持续发展的突出环境问题稳步改善城乡环境质量切实维护环境安全环境保护各项工作取得积极进展突出环境问题治理不断深化环境质量得到改善水环境方面全面开展五水共治实,informational,
453,2016-嘉善县人民政府办公室关于印发嘉善县城乡居民生活污水处理费调整实施意见的通知.docx,嘉兴市,嘉善县,2016.0,regulatory,incentive,0.75,(keyword fallback),嘉善县人民政府办公室关于印发嘉善县城乡居民生活污水处理费调整实施意见的通知各镇人民政府街道办事处县府各部门直属各单位嘉善县城乡居民生活污水处理费调整的实施意见已经县长办公会议审议通过现印发给你们请认真贯彻实施嘉善县人民政府办公室年月日嘉善县城乡居民生活污水处理费调整的实施意见为深化资源产品价格改革促进水污染防治改善水环境质量根据国家发展改革委财政部住房城乡建设部关于制定和调整污水处理收费标准等有关问题的通知发改价格号文件精神现制定我县城乡居民生活污水处理费调整的实施意见一收费标准城乡居民生活污水处理费由元立方米调整为元立方米调价范围为全县行政区域内的居民用户二减免政策对城镇特困职工城乡低保户继续按关于印发嘉善县城乡居民生活用水阶梯价格和统一城乡居民生活污水处理费收费政策实施方案的通知善政办发号文件规定减免的自来水量相应免收污水处理费三加强宣传居民生活污水处理费调整涉及千家万户影响面大县水务集团各镇街道要结合当前水环境治理工作加强宣传确保本次价格调整顺利实施四执行时间自年月日用水时间起执行,incentive,
459,2007-关于进一步加强城镇污水设施项目建设的通知.docx,嘉兴市,嘉善县,2007.0,incentive,regulatory,1.0,(keyword fallback),关于进一步加强城镇污水设施项目建设的通知各镇人民政府有关部门单位根据浙江省人民政府关于进一步加强污染减排工作的通知浙政发号和嘉兴市人民政府关于进一步加强污染减排推进流域水污染防治的通知嘉政发号要求以及全省太湖流域杭嘉湖地区水污染防治会议精神为进一步加快污水处理设施建设不断提高我县的污染防治水平改善生态环境按照各镇各部门单位上报的工作计划现对我县的城镇污水项目建设任务作进一步明确请各镇各有关部门和单位务必高度重视污水设施建设工作结合各自实际认真贯彻落实要进一步加快污水处理厂污水收集管网及泵站的建设进度保证各项建设任务在年月底前全部完成要及时提供城镇生活污水处理量处理率生活污水增加情况以及污水工程的建设进度月报表污水处理厂投入运行一年内年实际污水处理量要确保不低于设计能力的投入运行年以上的年实际污水处理量要确保不低于设计能力的污水处理厂必须配套建设脱氮脱磷措施已建污水处理厂要加快完成脱氮脱磷改造污泥要实现无害化处理工业园区建设必须同步配套污水收集管网泵站建设年月底前完成所辖园区污水管道未覆盖区域污水管道的改造及城郊农居点收集管网建设附件嘉善县城镇污水处理项目建设任务分解表污水项目建设进度月,regulatory,
461,2017-关于表彰2016年度定海区“五水共治”工作先进集体、先进个人的通报.docx,舟山市,定海区,2017.0,regulatory,incentive,0.75,(keyword fallback),关于表彰年度定海区五水共治工作先进集体先进个人的通报各街道党委党工委政府办事处区属各单位年全区上下认真贯彻落实省市关于五水共治工作的决策部署以治污水为龙头统筹推进各项治水工作取得了显著成效期间也涌出了一批真抓实干成绩突出的集体和个人为表彰先进树立典型经区委区政府同意决定对农林与海洋渔业局等个五水共治工作先进集体和庄海光等进名先进个人予以通报表彰中共舟山市定海区委舟山市定海区人民政府办公室年月日,incentive,
471,2016-中共嵊泗县委嵊泗县人民政府办公室关于印发嵊泗县渔农村环境卫生管理办法的通知.docx,舟山市,嵊泗县,2016.0,informational,regulatory,1.0,(keyword fallback),中共嵊泗县委嵊泗县人民政府办公室关于印发嵊泗县渔农村环境卫生管理办法的通知各乡镇人民政府县政府直属各单位嵊泗县渔农村环境卫生管理办法已经县政府同意现予印发请认真贯彻执行中共嵊泗县委嵊泗县人民政府办公室年月日此件公开发布嵊泗县渔农村环境卫生管理办法为打造美丽海岛升级版嵊泗县以生态家园和洁净村庄建设为主要内容通过实施村庄整治五水共治特色村落建设精品社区创建等工程有效提升了渔农村环境卫生品质为确保渔农村环境卫生工作常态化根据环境卫生长效管理要求和渔农村实际特制定本办法一总体要求坚持城乡统筹建管并重原则按照公共卫生管理保洁好乡村面貌环境好花草树木养护好基础设施建设维护好的总体要求切实做好渔农村的环境卫生工作精心打造生态秀美人居优美生活和美人文淳美的美丽海岛二工作机制和职责渔农村环境卫生工作实行县乡镇社区村联动机制机制县级在县委县政府的领导下成立县渔农村环境卫生管理办公室办公室设在县委渔农村工作办公室县农林水利围垦局主要负责全县渔农村环境卫生日常管理督查考核等工作其人员从县督考办县文明办县住建局县爱卫办县交通运输局县农林水利围垦局县海洋与渔业局等相关单位抽调乡镇社区村级渔农村环境卫生工作按照属地,regulatory,
479,2023-嵊泗县人民政府关于印发嵊泗县减污降碳协同试点创建实施方案的通知.docx,舟山市,嵊泗县,2023.0,regulatory,informational,0.5,(keyword fallback),嵊泗县人民政府关于印发嵊泗县减污降碳协同试点创建实施方案的通知各乡镇人民政府县政府直属各单位嵊泗县减污降碳协同试点创建实施方案已经县政府第次常务会议审议通过现予以印发请遵照执行嵊泗县人民政府年月日嵊泗县减污降碳协同试点创建实施方案前言十四五时期我国生态文明建设进入以降碳为重点战略方向推动减污降碳协同增效促进经济社会发展全面绿色转型实现生态环境质量改善由量变到质变的关键时期中共中央国务院先后印发关于完整准确全面贯彻新发展理念做好碳达峰碳中和工作的意见关于深入打好污染防治攻坚战的意见对我国降碳减污工作做出战略决策部署习近平总书记多次就推动减污降碳协同增效作出重要指示强调要把实现减污降碳协同增效作为促进经济社会发展全面绿色转型的总抓手坚持降碳减污扩绿增长协同推进生态环境部等部门联合印发减污降碳协同增效实施方案提出到年减污降碳协同推进的工作格局基本形成到年减污降碳协同能力显著提升等工作目标浙江省深入贯彻习近平总书记干在实处走在前列勇立潮头的要求全面贯彻新发展理念构建新发展格局积极推进减污降碳协同增效探索和实践获生态环境部批复同意开展全国首个减污降碳协同创新区建设省生态环境厅等九部门联合印发浙江,regulatory,
485,2020-岱山县财政局 岱山县“五水共治”工作领导小组（河长制）办公室关于印发《岱山县治水治污大会战专项资金管理办法》（试行）的通知.docx,舟山市,岱山县,2020.0,regulatory,incentive,1.0,(keyword fallback),附件岱山县治水治污大会战专项资金管理办法试行第一章总则第一条为加强和规范全县治水治污大会战专项资金管理提高资金使用绩效确保顺利推进治水治污项目实施根据县委县政府有关治水治污工作的总体部署和舟山市治水治污专项资金管理办法试行舟财农号文件规定特制定本办法第二条本办法所称的全县治水治污大会战专项资金以下简称专项资金是指为贯彻落实省五水共治市治水治污大会战重大决策部署县委县政府加大水环境综合整治力度改善区域生态和人居环境推进湾区明珠自贸港城建设打造海岛宜居城市所安排的专项性资金第三条专项资金根据县财政年度预算资金规模总量采用当年治水治污工作任务因素和年度考核绩效因素综合确定第四条各责任单位应按照全县治水治污年度工作实施方案明确工作职责统筹安排使用资金确保项目顺利完成发挥综合效益第二章补助范围和标准第五条专项资金拨付范围是经县政府审核确定的有关治水治污大会战项目主要为污水零直排区建设项目品质河道创建项目及县委县政府确定实施的其他治水治污项目第六条专项资金拨付依据主要是岱山县污水零直排区建设方案岱山县品质河道创建行动方案和全县治水治污大会战年度实施方案第七条专项资金奖补标准为污水零直排区建设品质河,regulatory,
487,2023-岱山县人民政府办公室关于印发岱山县污水处理一体化运维改革实施方案的通知.docx,舟山市,岱山县,2023.0,incentive,regulatory,0.75,(keyword fallback),岱山县人民政府办公室关于印发岱山县污水处理一体化运维改革实施方案的通知各乡镇人民政府县政府直属各单位岱山县污水处理一体化运维改革实施方案已经县政府第次常务会议审议通过现印发给你们请认真组织实施岱山县人民政府办公室年月日岱山县污水处理一体化运维改革实施方案为积极践行绿水青山就是金山银山的发展理念促进城乡污水处理提质增效有效改善城乡人居环境加快建立我县污水处理一体化运维体系破解污水处理体制机制运维管理等方面难题切实提高我县污水处理设施运行效率和运维管理水平特制定本实施方案一指导思想以习近平新时代中国特色社会主义思想为指导全面贯彻党的二十大精神深入贯彻习近平生态文明思想认真落实党中央国务院和省委省政府决策部署以实施污水处理一体化运维改革为抓手着力优化我县污水处理体制机制建设优化运维管理模式加快补齐污水处理设施和管网建设等短板努力实现全县污水集中处理一体运维安全达标二总体目标至年城乡污水一体化运维初具规模实现本岛污水全收集收集全处理处理全达标的目的确保全县治水治污能力得到有效提升一统筹运维管理实现增产增收通过本次改革实现污水处理设施统筹运维管理使本岛具备污水处理调配的基本能力将收集处理回用全链,regulatory,
488,2018-中共岱山县委岱山县人民政府办公室关于印发岱山县第二次全国污染源普查实施方案的通知.docx,舟山市,岱山县,2018.0,regulatory,informational,0.75,(keyword fallback),中共岱山县委岱山县人民政府办公室关于印发岱山县第二次全国污染源普查实施方案的通知各乡镇人民政府县政府直属各单位岱山县第二次全国污染源普查实施方案已经县政府同意现印发给你们请认真组织实施中共岱山县委岱山县人民政府办公室年月日岱山县第二次全国污染源普查实施方案为指导开展全县第二次全国污染源普查工作根据国务院关于开展第二次全国污染源普查的通知国发号国务院办公厅关于印发第二次全国污染源普查方案的通知国办发号舟山市人民政府关于印发舟山市第二次全国污染源普查实施方案的通知舟政办发号等文件精神结合我县实际特制订本方案一普查工作目标摸清全县各类污染源基本信息数量结构和分布状况掌握区域行业污染物产生排放和处理情况建立健全各类污染源档案污染源信息数据库和环境统计平台为加强污染源监管防控环境风险服务环境与发展综合决策提供支撑二普查时点对象范围和内容一普查时点普查标准时点为年月日时期资料为年度资料二普查对象范围与内容普查对象为本县行政区域内有污染源的单位和个体经营户范围包括工业污染源农业污染源生活污染源集中式污染治理设施移动源其他产生排放污染物的设施工业污染源普查对象和范围产生废水污染物废气污染物及固体废物的,regulatory,
490,2021-关于印发《生态环境保护专项资金管理办法》的通知.docx,舟山市,普陀区,2021.0,regulatory,incentive,1.0,(keyword fallback),关于印发生态环境保护专项资金管理办法的通知各镇街道党工委镇人民政府街道办事处区属功能区管委会区属有关单位为进一步推进我区生态文明建设加强和规范财政专项资金的使用与管理提高资金使用效率修订了普陀区生态环境保护专项资金管理办法现印发给你们请遵照执行附件普陀区生态环境保护专项资金管理办法舟山市普陀区财政局舟山市生态环境局普陀分局年月日普陀区生态环境保护专项资金管理办法第一章总则第一条加强和规范普陀区生态环境保护专项资金以下简称专项资金管理提高专项资金使用绩效促进生态环境保护污染防治和减排改善生态环境质量推进我区生态文明建设根据中华人民共和国预算法中华人民共和国环境保护法中共舟山市委舟山市人民政府关于高标准打好污染防治攻坚战高质量建设美丽舟山的意见舟委发号舟山市人民政府办公室关于进一步加强市级财政专项资金管理工作的通知舟政办函号舟山市财政局舟山市生态环境局关于印发舟山市生态环境保护专项资金管理办法的通知舟财行号普陀区项目支出绩效评价管理办法舟普财监督号等有关规定结合我区生态环境保护工作实际对原办法进行修订第二条专项资金是指由区级财政预算以及上级专项转移支付资金统筹安排的财政专项资金用于支持我区,regulatory,
498,2015-关于加强农村生活污水治理信息工作的通知.docx,丽水市,松阳县,2015.0,regulatory,informational,0.75,(keyword fallback),关于加强农村生活污水治理信息工作的通知各乡镇人民政府街道办事处县直有关单位为全面反映我县农村生活污水治理工作成效及时交流总结经验和做法经研究决定从月份起县农村生活污水治理工作领导小组办公室将在县农办松阳美丽乡村刊物中定期编发农村生活污水治理工作专刊请各单位高度重视农村生活污水治理信息工作明确任务落实责任并指定专人负责积极踊跃投稿信息报送要求主题鲜明文字精练亮点突出图文并茂重点是各单位在农村生活污水治理工作中的进展动态经验介绍创新做法和政策措施等各乡镇街道每周信息报送不少于篇农村治水第一书记派出单位等全年信息报送不少于篇信息工作将列入五水共治工作目标责任考核农村生活污水治理工作专刊信息报送邮箱联系人梅丽英联系电话,informational,
